index,id,url,#reviewers,#messages,#inline_comments,#unsolved_inline_comments,len_messages,churn,#revisions,#files,duration,len_description,subject categories,subject keywords,description categories,description keywords,subject,description
129797,qt%2Fqtwinextras~dev~Ic70422d98d0bc3d486b32fb3534400b9fff8d324,https://codereview.qt-project.org/88601,6,11,0,0,524,100,4,6,116.19,331,refactoring/,refactor|,refactoring/,refactor|,Refactor QQuickIconLoader.,"WIP: Refactor icon loader.  - Add pixmap support (TODO)  TODO: - Add QPixmap mode - Make some delayed initialized singleton or similar, do   not instantiate in each button. If that is not possible,   instantiate shared in toolbar and share in buttons.  Task-number: QTBUG-36730  Change-Id: Ic70422d98d0bc3d486b32fb3534400b9fff8d324"
129897,qt-creator%2Fqt-creator~3.2~I6d5085b591439cc2e79ca0f9872a1c0497c5f220,https://codereview.qt-project.org/88434,3,17,0,0,442,10,8,2,121.5725,119,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor currentModel() getters in QmlDesignerPlugin,QmlDesigner: Refactor currentModel() getters in QmlDesignerPlugin  Change-Id: I6d5085b591439cc2e79ca0f9872a1c0497c5f220
129947,pyside%2Fpyside-setup~dev~I70b798e531787d4932605ed5121b523fff5c1110,https://codereview.qt-project.org/330697,4,6,0,0,691,195,2,5,22.0005555555556,349,refactoring/,refactor|,refactoring/,refactor|,shiboken6: Refactor options parsing,"shiboken6: Refactor options parsing  Replace the string map in the CommandLineArguments struct by a QVariantMap, which can store strings and string lists. A number of list split and join operations can then be removed. Replace the path splitter by QDir::listSeparator().  Task-number: PYSIDE-1477 Change-Id: I70b798e531787d4932605ed5121b523fff5c1110"
129959,pyside%2Fpyside-setup~dev~I69fa5e149818c8186755810c013232aa40d03dd9,https://codereview.qt-project.org/330666,4,12,0,0,5995,48,2,1,22.77,318,refactoring/,refactor|,refactoring/,refactor|,shiboken6: Refactor parsing project files,shiboken6: Refactor parsing project files  Use a std::optional<CommandLineArguments> as return value. An error can then be distinguished from an empty map. Add error handling for failing to open a project file which was previously ignored.  Task-number: PYSIDE-1477 Change-Id: I69fa5e149818c8186755810c013232aa40d03dd9
130692,qt-creator%2Fqt-creator~3.2~I01017b9e8f6ea5a444a6927756b8fb5370020e90,https://codereview.qt-project.org/88433,3,5,0,0,385,26,3,2,5.06722222222222,125,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor the rewriterView getters in the QmlDesignerPlugin,QmlDesigner: Refactor the rewriterView getters in the QmlDesignerPlugin  Change-Id: I01017b9e8f6ea5a444a6927756b8fb5370020e90
130789,qt%2Fqtbase~dev~I18a5573df2a8fa32d1982c61e665d5df664b6db0,https://codereview.qt-project.org/87855,3,21,5,0,919,185,7,1,155.730833333333,547,refactoring/,refactor|,refactoring/,refactor|,winrt: Refactor timer callbacks,"***winrt: Refactor thread pool timers for new threading model  With the previous solution, a thread pool timer callback fired in the same thread as the dispatcher. Now that timers can be called from the base thread pool, callbacks can come from alternate threads and so the associated event dispatcher must be tracked. This change refactors how timer info objects are created and tracked so that they can be properly created/destroyed/queued inside the timer callbacks.  All QTimer tests pass.  Change-Id: I18a5573df2a8fa32d1982c61e665d5df664b6db0"
131172,qt-creator%2Fqt-creator~master~I0876f3b94df6ea0cf457e67306c89a798f0c8bfd,https://codereview.qt-project.org/87809,3,5,0,0,145,54,3,7,21.5891666666667,91,refactoring/,refactor|,refactoring/,refactor|,QmkDesigner: Refactor ItemLibraryItem,QmkDesigner: Refactor ItemLibraryItem  Change-Id: I0876f3b94df6ea0cf457e67306c89a798f0c8bfd
131179,qt-creator%2Fqt-creator~master~I5674493c16acf6fb86abd0f56c318ceff021e1b5,https://codereview.qt-project.org/87810,4,17,2,0,1903,163,8,5,21.2044444444444,476,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner.ComponentCore: Refactor and export AbstractActionGroup,"QmlDesigner.ComponentCore: Refactor and export MenuDesignerAction  The classes in modelnodecontextmenu_helper.h are used to create a huge bunch of AbstractDesignerAction objects in a prototype based way using function pointers.  Those classes are not intended for reuse and I renamed them to ...Prototype.  Instead this patch adds MenuDesignerAction which makes adding sub menus easier, but does not use function pointers.  Change-Id: I5674493c16acf6fb86abd0f56c318ceff021e1b5"
131383,qt-creator%2Fqt-creator~master~Iba591f255f3d9504b4613e5f712bb94b5ce7c19a,https://codereview.qt-project.org/87548,3,5,0,0,145,53,3,1,4.2225,94,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor component handling,QmlDesigner: Refactor component handling  Change-Id: Iba591f255f3d9504b4613e5f712bb94b5ce7c19a
131397,qt-creator%2Fqt-creator~master~Idc156aff3023a75c41e06b822c0248f746b5e51d,https://codereview.qt-project.org/87549,2,3,0,0,96,26,2,1,1.31138888888889,95,refactoring/,refactor|,refactoring/,refactor|,QmlDesigner: Refactor openInlineComponent,QmlDesigner: Refactor openInlineComponent  Change-Id: Idc156aff3023a75c41e06b822c0248f746b5e51d
131797,qt%2Fqtserialport~stable~Iddc2a9511230e56e4a9d01a4c22af7b2eaeae60c,https://codereview.qt-project.org/86668,7,9,10,0,432,81,2,1,95.8163888888889,637,refactoring/,refactor|,refactoring/,refactor|,Refactor the availablePortsByUdev() in favor to readability,"Refactor the availablePortsByUdev() in favor to readability  Implementation of the availablePortsByUdev() function is a little complicated by excess ""if/else"" conditions and also too long lines, that worsens readability.  It is reasonable to make the following:  * To get rid of the big ""if {...}"" blocks in favor to immediate return from function in case of an error. It will allow to reduce a quantity of lines and will shift code alignment to the left.  * To split declaration of some long variables and functions into separate lines, with length at least up to 80~100 characters.  Change-Id: Iddc2a9511230e56e4a9d01a4c22af7b2eaeae60c"
